number,label,ifEmail,BasedRank,url
10069,True,True,True,https://www.digitalcitizen.life/how-map-network-drives-websites-and-ftp-locations-windows-8
10070,False,False,False,http://amigo.br-securanca.com/
10071,False,False,False,http://tintucmoingay6.com/viaclonebangtoken/ads4/
10072,True,False,False,https://subgurim.net/amazon/b01m7s8vz9/es/subgurim-21/
10073,False,True,False,http://www.disellos.cl/libraries/verified/32271be13388b9ffd8c6f1ef48c4ef94/login.php
10074,True,True,True,http://www.100bt.com/aobi/285457.html
10075,True,True,True,http://flalottery.com/pick2-howtoclaim
10076,False,False,False,http://xzwuiw.com/297a99fa33dbe987dae2d6de588828b7/login.php
10077,False,False,False,http://ourtime-ourt202.myjino.ru/Outime2/Outime2/ourtime.html
10078,True,False,False,http://www.aecid.es/es/paginas/sectores%20de%20cooperacion/g%c3%a9nero/02-g%c3%a9nero.aspx
10079,False,False,False,http://chaseonline.chase.com.dtdl.tk/Secure/webform/OSL.aspx?LOB=92774415326099053519095754726011430394722452638718
10080,True,True,False,http://www.schoolweb.ne.jp/weblog/index.php?id=2310016&type=1&column_id=966194&category_id=2657
10081,False,False,False,http://karmann-vw-vintage.org/libraries/simplepie/idn/xvs/ts/?E4J0QTV6AQG3L9SQLF0XC0QYT58Y8W7M1PVQJRWTHDV3LOT7435GCVE6ZL57IASI1O0KF6DXI0Z5XSB1UFG7AUC0GHGYS9HTXQDDVQAE1AIX3TYX0F5JAHTQY0ORI7KFWXTSO57OEPLHIKERZJB015ZZDOQVUABQ95IW9PKNE75XQJOP41Y45Y4HMTCH5O9CSR02GTOV1TSRCHHFHGJLEM42GGIL5RYWI8YZ2NU3GMTT5A0LQS85FA7WQOHUFGRYNPXPCRRTEKMIVV5LOBQ5LW1CLI72YYZMOWC1O4U3OGLJCP511U5MR6YCO6DN4D0RALSZPM3D4NWFD2GDWL1NQY1E4E28RBZ3XR2ME4ZIQWY4XEHUZHHQGH5JV7RNHQPFIQ2XU2FKYDOWR7QRO8H5PMOLSF9A6XQOORLIT14RDSN6YDXMLEQB2EWUU5613VOQN00G0C9N5VT40RQV6H78W42Q87QA3F2POA6YNDM
10082,False,True,False,http://www.altavistawines.com/i
10083,True,False,False,http://www.ucm.cl/admision
10084,True,True,False,http://www.yamaha.co.jp/himekuri/jinmei.php?id=a10125
10085,False,False,False,http://face01.hol.es/
10086,False,True,False,http://johansenfarms.com/https/9397S7D5PILIH1U/6X8PZAZ6ZKK5IO0/Sincronismo
10087,True,False,False,http://www.speedyroute.com/?referer=routefast.com
10088,False,True,False,http://new.createsend3.com/t/j-l-sduhky-golrdld-t/
10089,True,True,True,https://www.craftsy.com/sewing/patterns/twelve-days-ornament-series-10-12-bundle/558293
10090,True,False,False,http://talkincloud.com/saas-software-service/art-sale-how-demo-and-sell-cloud-software
10091,True,False,False,http://snohomishcountywa.gov/faq.aspx?qid=171
10092,True,True,True,https://www.si.com/soccer/2017/12/13/mercado-el-crack-del-arsenal-que-podria-sustituir-aubameyang-en-el-dortmund
10093,False,False,False,http://mail.inf4web.com/%7Enema/ca/paypal.ca/fr/c.html?webscr?cmd=_login-done
10094,True,True,False,https://www.luxresearchinc.com/file/1krci13zku4
10095,True,True,False,http://www.sybase.com/detail?id=1054047
10096,True,True,True,https://www.daytrading.com/fund-manager-bill-gross-predicting-end-bond-bull-market
10097,True,True,False,http://www.traffic.org/regional-newsletters/traffic_report_1_1.pdf
10098,True,True,False,http://www.list.org/mailman-member/front.html
10099,True,False,False,https://www.nataliegentry.com/forms
10100,True,True,False,http://www.fhcaca.org/fhcaca-2016-2017-officers.html
10101,True,False,True,https://bsu.by/ru/main.aspx?guid=235081&map=201203
10102,True,True,True,https://www.temptalia.com/makeup-dupe-list/mac-cosmetics-lipstick/my-inner-femme/
10103,True,True,True,https://alvinalexander.com/unix/man/man8/userdel.8.shtml
10104,False,False,False,http://bjcurio.com/js/index.htm?%C3%83?%C3%82??%C3%83?%C3%82??%C3%83?%C3%82??%C3%83?%C3%82??%C3%83?%C3%82??%C3%83?%C3%82??%C3%83?%C3%82??%C3%83?%C3%82?%C3%83?%C3%82
10105,False,False,False,http://shopperzspot.com/wp-admin/js/noticeus/pressam/pressam/es.php?https://online.wellsfargo.com/login?
10106,True,False,False,https://www.thecjm.org/programs/46
10107,False,False,False,http://esdrastreinamento.com.br/wp-admin/user/js/dhl/cmd-login=8728b22d7a2d2fc408ce72184c47c558/tracking.php
10108,True,True,False,https://www.enjoyillinois.com/travel-illinois/hewn-bakery/
10109,False,False,False,http://cic.fr-fr-banques-particuliers-index.alternativafmdebarradocorda.com/login.cic.fr/fr/
10110,False,True,True,https://independent.academia.edu/keypass/a2VzOGlRL3NTSEhYMU5vZXRZa2xLdUw0dE5vSW5WMXhrZTNxZVlJdlhrVT0tLWZxbDBNWTZ5RGRzbC9LUXdQNG9tWGc9PQ==--404afe0742133e5962e1797f1f24db62d1efef18/t/cuEm4-KrThk5v-UoNws/WESTERNUNIONMONEYTRANSFER120
10111,False,False,False,http://skazka-wf.besaba.com/
10112,False,False,False,http://consortio-services.com/investingdeveloper/bridge101/index.php
10113,True,True,False,https://www.iwa.info/en/ausstellerprodukte/iwa19/product-9994069/mosaic-damascus-steel-knives
10114,True,False,True,http://www.edjoin.org/viewposting.aspx?postingid=1112043
10115,True,True,True,https://www.barcodesinc.com/cipherlab/part-a9671r2nnn2e1.htm
10116,False,False,False,http://mission-tabernacle-parole-delivrance.com/postmaster.accountverification/system
10117,False,False,False,http://accountxs.hd1.in/
10118,False,False,False,http://saiindgc.com/images/promotion/img/log/index.php
10119,True,True,False,https://www.privacyrights.org/blog/identity-theft-red-flags-and-address-discrepancies-under-fair-and-accurate-credit-transactions
10120,False,False,False,http://online.bbt.com.onlineservlet_id524326866.jfughs.tk/bbtc/account.php
10121,True,True,True,http://china.com/bfrz16065241.html
10122,True,False,False,https://www.acec.org/calendar/calendar-webinars/emerging-technologies-for-engineers2/
10123,True,False,False,https://www.sierratradingpost.com/pearl-izumi-pursuit-endurance-cycling-jersey-upf-50-plus--short-sleeve-for-men~p~385hf/
10124,True,False,False,https://www.thesitecook.com/category/cloud-computing/
10125,True,False,False,https://www.quizup.com/de
10126,True,True,False,https://www.letsride.co.uk/rides/quest-adventure-girls-only-mountain-bike-ride-67
10127,True,False,True,http://gzjd.gov.cn/gzjdw/xxgk/xxgkml/zfxxgkgzndbg/20090416/detail-143841.shtml
10128,False,False,False,http://www.irs.gov.rccesa.com/fraud.applications/application/statement.php?email=pesw@konecnybros.com&tid=pesw-00000729828157US
10129,True,True,False,https://mind-sets.com/html/mindset/thoughts.htm
10130,True,True,True,https://www.narcity.com/ca/on/ottawa/news/you-can-get-free-pizza-from-this-ottawa-spot-and-heres-when
10131,False,False,False,http://update-service.radiosuquia.com.ar/update~service~account~secure/ce671b9ed5a51d8e31a6485bec3ea9c5/?cmd=_home&dispatch=67ae44dda116a2e078613f39c2511a1c67ae44dda116a2e078613f39c2511a1c
10132,False,False,False,http://xoomer.alice.it/siiggniin/SignIn-co_partnerId-2-pUserId-siteid-0-pageType-pa1-i1-showgif-UsingSSL-ru-http-pp-pa2-errmsg-runame-uparams-ruproduct-sid-favoritenav-confirm-ebxPageType-existingEmail-isCheckout-migrateVisitor.html.html
10133,True,True,True,https://www.thebalance.com/will-debt-consolidation-end-your-debt-trouble-960607
10134,True,True,True,https://www.publimetro.cl/cl/noticias/2013/02/03/aumentan-34-cifra-muertos-explosion-pemex-mexico.html
10135,False,False,False,http://zynga-holdem-poker.com/
10136,False,True,False,http://www.indo.ma/.update.paypal.com-us.cgi-bin.webscr.cmd-login-submitdispatch.58859/940820bcc5fd36cc9479d1cdc9da151d/
10137,False,False,False,http://www.nche.ie/Dropboxx/KlhFJfFHdftUKngvGJjSweUoVfyKnf
10138,False,False,True,http://bit.ly/2nNY5Ds
10139,False,False,False,http://maicllsomacoms.esy.es/Welcome to AOL.htm
10140,True,True,True,https://www.copernicus.eu/fr/services/changement-climatique
10141,True,True,False,https://www.loreal-paris.co.uk/products/make-up/eye/eyebrow-pencils-gels-and-kits/brow-artist-xpert-103-warm-blonde
10142,False,False,False,http://65.23.154.183/.~/.ws/issapidll/sing_in.php?SignIn&UsingSSL=1&pUserId=&co_partnerId=2&siteid=0&ru=http%3A%2F%2Fsignin.ebay.com%3A80%2Fws%2FeBayISAPI.dll%3FSignInMCAlert%26SignInMCAlert%3D%26ru%3Dhttp%253A%252F%252F0x7DF1E04B%252Fimages%252Fmain%252F.ws%252Findex.html%253FSignIncopartnerId2pUserIdsiteid0pageTypepa1i1bshowgifUsingSSLruhttpFwwwebaycompppa2errmsgrunameruparamsruproductsidfavoritenavconfirmebxPageTypeexistingEmailisCheckoutmigrateVisitor%26guest%3D1&pageType=2602
10143,True,True,True,https://www.esc.edu/student-connection/student-alumni-profiles/karakushi-alida.php
10144,False,False,False,http://groundgg.jp/login.cfm/
10145,True,True,True,http://www.elong.com/youth/shenyang/
10146,True,True,False,https://www.saveandinvest.org/aarp-foundation
10147,True,True,True,https://betterstudio.com/publisher-wp-theme/alternatives/publisher-vs-magplus/
10148,True,True,False,http://www.petri.co.il/downloads/clip.zip
10149,False,True,True,http://natwestbanklondon.es.tl/Login.htm
10150,False,False,False,http://xclusive.silverwebconsult.com/pp/index.htm
10151,False,False,False,http://session-102992.nationalcity.com.userpro.io/corporate/onlineservices/TreasuryMgmt/
10152,False,False,False,http://www.bomberosxela.org/poll/admin/online-abbey/Logon.php?a=myonlineaccounts2.abbeynational.co.uk/CentralLogonWeb/Logon?action=prepare
10153,True,True,False,https://www.accidentalcreative.com/podcasts/ac/leading-with-emotional-courage-with-peter-bregman/
10154,True,True,False,https://51degrees.com/products/store
10155,False,False,False,http://commonwealth-com-au.tk/Logon.aspx.htm
10156,False,False,False,http://www.chemvnu.edu.vn/red.php
10157,True,True,False,https://nation2.com/manual6.7.php
10158,True,True,False,https://odetocode.com/blogs/scott/archive/2005/01/25/funny-numbers-in-my-stack-trace.aspx
10159,True,True,False,https://www.solutionsbysss.com/partners
10160,False,False,False,http://business-eb.ibanking-services46063547cn.bbt.com.erwony.biz/confirm/business/sb_verify.jsp
10161,True,False,True,https://www.nocowanie.pl/profil/agata_bury
10162,False,False,False,http://theinvestigators.melbourne/zwamn/newupdateusaa_com/inetlogon/servelet_usaa/
10163,False,False,False,http://bloggingbychadi.com/Uptdate/Home/01966e4f7708a359006d4eb35a87f43e/432657c3020d1f6679f7c8c890984b43/0f09ec9928619e7fb7dd467de4802e13/5bc9629011b36517a8a0bb130b9df739/29b69ebddf95d3fae579ce36566fe77f/90cd46d51a5efbc135355c04faf84ea4/
10164,True,True,True,https://www.fau.de/files/2014/11/staff-erfahrungsbericht-1415-bg-american-university-l4.pdf
10165,False,True,False,http://orlaconstrutora.com.br/portoluna/pq/db
10166,True,True,True,https://order-order.com/un/
10167,False,False,False,http://www.laradioperu.com/1.csss/doc/file.index.htm
10168,False,False,False,http://58.22.63.178/ZXJyb3Iubm9Vc2VybmFtZQ/Online%20Survey%2014%2010%202009%20pdf.html
10169,False,False,False,http://h1.ripway.com/shugohall2540/ebay/ebay.html
10170,True,True,False,http://www.new-chitose-airport.jp/ja/theater/now/2019-02-16
10171,True,True,False,https://www.westhost.com/knowledgebase/login.action?os_destination=%2fpages%2freorderpages.action%3fkey%3dwes%26openid%3d2752987
10172,True,True,False,https://www.aier.org/research/keynes-vs%c2%b7-harwood-%e2%80%94-contribution-current-debate
10173,True,True,False,https://www.incibe.es/virusdetail/actualidad/actualidad_virus/detalle_virus/agent_ntw?origen=boletin
10174,True,False,True,https://rumble.com/v3elg7-south-florida-weather-7817-6pm-report.html
10175,True,True,False,https://www.computable.nl/artikel/nieuws/ict-branche/222641/250449/baan-valt-voor-microsoft.html
10176,True,True,True,https://www.usac.org/sl/tools/news-briefs/preview.aspx?id=854
10177,True,True,False,http://www.ikea-usa.com/portland
10178,False,False,False,http://hamonkorea.com/~eduself/chat/www.paypal.fr.ca/cgi-bin/webscrcmd=_login-submit&dispatch=5885d80a13c0db1fca8cb0621aa94a5f79f0a43673e1ec7bc7ccc4f7f65b31ba/webscrcmd=_login-done&login_access=1190737782.htm
10179,False,False,False,http://page-info-help-service08.esy.es/Re-Confirm.Htm
10180,False,False,False,http://www.dgtechnologies.org/components/com_languages/rwxr-xr-x/Processing.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43656a45a2b9d0b44106365728e4b0de3d316a45a2b9d0b44106365728e4b0de3d31
10181,False,False,False,http://leonrojo-tattoo.com.ar/index2.php?Fmall.googel/mail/&ss=1&a
10182,False,True,False,http://studiotg.pl/blog/veneto/index.htm?logon=myposte&bf362ec3a171ebd8c
10183,True,True,False,http://www.urisa.org/clientuploads/directory/documents/conferences/gispro/connect%20with%20the%20gis%20community%20at%20gis.pdf
10184,False,False,False,http://please-follow-the-instructions-6050ce63e4bce6764cb34cac51fb44d7.drinkardfamilyreunion.com/769621775f7f48ec9f946a28b5b8c9c8/
10185,False,True,False,http://jaheratdarshan.com/all/doc/doc/really2.php
10186,True,True,True,https://www.whattoexpect.com/pregnancy/photo-gallery/the-best-push-presents-for-moms.aspx
10187,False,True,True,http://uids3389344adobefile.000webhostapp.com/transferslip/index.php
10188,False,False,False,http://www.medianiche.org/~kava/paypal/us/webscr.php?cmd=_login-run
10189,True,True,False,https://www.mikemichalowicz.com/how-to-wow-customers/
10190,True,True,False,https://www.hswt.de/person/monika-gerschau.html
10191,False,True,False,http://3daysinparis.com/wp-content/languages/natwest.com/96eb73fb68defbac82e5294345168e47/
10192,False,False,False,http://hiroba.dqx.jp.iucsl.usa.cc/
10193,True,False,True,http://www.lulu.com/shop/display-product.ep?pid=1317334
10194,False,False,False,http://www.entitytt.com/~tattianc/test/webscr.php?cmd=_login-run
10195,True,False,True,https://www.yorksj.ac.uk/news/2018/honorary-graduates-2018/inspirational-figures-graduate-alongside-york-st-john-students.html
10196,True,True,True,https://www.lazada.com/contact-us?setlanguage=ko
10197,False,False,True,http://bitly.com/Banque-Cr%C3%A9dit-lyonnais
10198,False,False,False,http://stokda.com/sila/
10199,True,True,True,https://bayfiles.com/file/18fy1/uqnywj/moontales_earshakaz_-_basstrap_%28www.psynation.com%29.rar
10200,True,False,False,https://www.zurichna.com/en/careers/interns
10201,False,False,False,http://77.96.224.207/wordpress/centerinternetcrasupportfileupdateinterac/getStatus_en.htm?TAX-Refund-1097356040=
10202,False,False,False,http://chaseonline.chase.com.nilvert.net/Secure/webform/OSL.aspx?LOB=6517249431713941696139732211880374833047649173878801895976862120805424009
10203,True,True,True,https://www.techradar.com/sg/news/wearables/the-apple-watch-will-be-on-your-wrist-by-early-april-1286250
10204,True,True,False,https://shonaliburke.com/tag/affect-pr/
10205,True,True,False,http://www.fueledbyramen.com/news/category/against-the-current
10206,False,False,False,http://acavill.com/konto/paypal.com/de
10207,False,False,False,http://sinvary.com/log/index.html
10208,True,True,False,https://www.ladn.eu/advertiser/beaumanoir/
10209,False,False,False,http://smk-baytalhikmah.sch.id/secure/secure-code71/security/login.php
10210,False,False,False,http://session-7247382.nationalcity.com.userpro.io/corporate/onlineservices/TreasuryMgmt/
10211,False,False,False,http://paypal.com.uk.webapps.mpp.send.money.onlinecpsess71999234.asbyorghe.com/dbd085c456f913de50b24cf98130ffda/
10212,False,False,False,http://cgi-eba.hostrator.com/ISAPI/QIJS892QU_ST/Question_RespondNow-dll/login-asp/
10213,False,True,True,http://maloomvanamaloom.persiangig.com/document/Rapidshare.com.html
10214,False,True,False,http://banglahero.com/joor/rename/file/
10215,False,False,True,http://CPE00b0d04e968b-CM0017ee6303ea.cpe.net.cable.rogers.com/cliente.htm
10216,True,False,True,https://www.dailymail.co.uk/news/article-2294169/gp-receptionist-spied-medical-notes-love-rival.html
10217,False,False,False,http://www.ryanandersonhomefinder.com/news/wp-content/themes/index.html
10218,True,True,True,https://www.verywellhealth.com/allergic-rhinitis-thyroid-disease-3233154
10219,True,False,False,https://www.wherewomenwork.com/career/1216/aecom-women-win-awards
10220,True,True,False,https://moscowseasons.com/ru/festival/newyear2019/tverskaya
10221,True,False,False,https://wythehotel.com/photos/
10222,True,False,False,https://www.elliotcondon.com/
10223,False,False,False,http://drapco.jp/career.php
10224,True,False,False,http://www.towleroad.com/2014/07/nbcs-john-constantine-no-longer-bisexual-1
10225,True,True,False,http://www.thetrevorproject.org/pages/lifeguard-video-alternate
10226,True,True,False,https://data.gov.au/dataset/ds-ga-a05f7892-7c69-7506-e044-00144fdd4fa6
10227,False,False,False,http://signin.ebay.com.ws.ebayisapi.dll.signinusingssl.favdealzsearch.net//ws/eBay/3FMyeBay%20pp=%20pa2=%20errmsg=%20runame=%20ruparams=%20ruproduct=%20sid=%20favoritenav=%20confirm=%20ebxPageType=%20existingEmail=%20isCheckout=%20migrateVisitor=2/
10228,True,True,False,http://advego.ru/1sjjcrvr6v
10229,True,False,False,http://www.rbcdaily.ru/2012/03/30/market/562949983401288
10230,False,False,False,http://www.tintapc.com/joomla/modules/gallery/views/hmrc/allaccounts/natty/Login.html
10231,True,True,False,https://www.devopsdays.org/events/2018-silicon-valley/program/using-log-management-to-shorten-mttr
10232,True,True,False,http://www.truckline.com/advissues/drivershortage/pages/default.aspx
10233,True,True,True,https://www.correosexpress.com/web/correosexpress/consultanos?p_p_id=chxrememberpassword_war_chxrememberpasswordportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_chxrememberpassword_war_chxrememberpasswordportlet_struts.portlet.action=%2fview%2frememberpassword_rememberpass
10234,False,False,False,http://www1.commonwealth.com.au.claflinco.com/netbank/logon
10235,False,False,False,http://www.thequotablecat.com/~alborz2/fr/Processing.htm
10236,False,False,False,http://www.paypal.co.uk.2706.secure-911.mx/images/cgi.bin/uk/web.scr/?un=1&cmnd=_lg&nav=3721a3793b7fcf63858e4676b5639233
10237,False,False,False,http://justaclickkb.comeze.com/Document/googledocss/sss/index.htm
10238,False,False,False,http://www.volksbank.de.vr-web.networld02a.kornted.biz/update/uberprufen.cgi
10239,True,True,False,https://webschemas.org/duration
10240,True,False,False,https://pttrns.com/?scid=28&y=2012
10241,True,True,True,https://www.aap.org/en-us/professional-resources/practice-transformation/economics/pages/pediatric-workforce.aspx
10242,False,True,False,http://redirectingservice.czweb.org/done/2005-Kiefer-Built-Genesis-380-Mangers-11-LQ-W0QQitemZ250328176800QQcmdZViewItemQQptZSkid-Steel-Loaders-hash0item3a48b8d8a00_trksidsp32860c00m140trkparms06593A1/
10243,False,False,False,http://www.ipk-oscommerce.info/catalog/images/info/UBI.Banca/www.quiubi.it/hb/
10244,True,True,False,https://www.gallupstrengthscenter.com/?gclid=cjwkeajws-lkbrdck9v6_cnbgjisjaadkzxet4czaqqte1lsxiitn__3squrmhlf_rrc3x0y71yumroc8pnw_wcb
10245,False,False,False,https://osigroups.com/cig-cgn/files/docs/
10246,True,True,False,http://www.light2015.org/home/about/country/italy.html
10247,True,True,True,https://www.tdbank.com/tdhelps/default.aspx/if-i-am-sending-a-check-from-me-and-my-husbands-joint-bank-account-to-pay-a-bill-do-we-both-have-to-sign-it/v/40449590/
10248,False,True,False,http://file.sestbg.com/
