url,label,ip_address,Request_url,redirect_page,Mouse_event,right_click,Iframe,web_traffic
https://n4g.com/news/207913/gamespy-simcity-creator-ds-review,legitimate,0,1,0,0,0,1,1
https://www.connection.com/product/acp-ep-40gbase-aoc-qsfp-to-4xsfp-direct-attach-cable-15m/qsfp-4x10g-aoc15m-ao/18191554,legitimate,0,1,0,0,0,1,1
https://www.kameleoon.com/en/ab-testing-tool,legitimate,0,0,0,0,0,1,0
http://literatureandlatte.com/forum/viewtopic.php?t=40281&p=274440,legitimate,0,1,1,0,0,1,1
https://www.financialpeace.com/groups/1053535?c=ccf,legitimate,0,1,0,0,0,1,0
http://www.cpb.nl/en/publication/charting-choices-2008-2011-economic-effects-eight-election-platforms,legitimate,0,0,0,0,0,1,0
https://www.ust.hk/zh-hant/?ao=1,legitimate,0,1,0,0,0,1,1
http://inmobiliariabellavista.cl/ftp/incoming/DHL%20AUTO/dhl.php?.rand=13InboxLight.aspx?n=1774256418&email=info@biowison.com&fav.1=&fid=1&fid=4&fid.1=&fid.1252899642=&fid.4.1252899642=&rand=13InboxLigh,phishing,0,0,0,0,0,1,1
https://www.shaadi.com/introduction/index/deloitte2005,legitimate,0,1,0,0,0,1,1
https://www.excel.london/news/excel-london-extends-commercial-partnership-programme,legitimate,0,1,0,0,0,1,0
http://www.livedoor.com/?map=w0..n42.09.38.246,legitimate,0,1,0,0,0,1,1
https://www.bleedingcool.com/2018/03/21/valiant-entertainment-june-2018-solicits/bss_010_variant-icon_jung-gi/,legitimate,0,1,1,0,0,1,1
https://usb.org/document-library/hid-descriptor-tool,legitimate,0,0,0,0,0,1,0
https://revolt.tv/stories/2018/02/24/spotify-instagram-launch-interactive-black-girl-magic-playlist-highlighting-women-color-07003c8029,legitimate,0,1,0,0,0,1,1
https://icom.museum/en/committee/ethics-committee/,legitimate,0,0,0,0,0,1,0
https://www.macworld.co.uk/feature/mac-software/best-mac-clean-up-utilities-3682820/,legitimate,0,0,1,0,0,1,1
http://5centfarm.com/media/user/.con/settings/signin/index.php,phishing,0,1,0,0,0,1,1
http://www.kchodorow.com/blog/category/bazel/,legitimate,0,1,1,0,0,1,0
https://blogcritics.org/tag/jesselyn-radack/,legitimate,0,0,0,0,0,1,0
http://qagoma.qld.gov.au/about/scholarships,legitimate,0,1,1,0,0,1,0
https://www.uninsubria.it/hpp/valentina.pirillo,legitimate,0,0,0,0,0,1,0
https://heidicohen.com/tag/blogchat/,legitimate,0,0,0,0,0,1,0
https://ideascale.com/innovation-management-design/,legitimate,0,0,0,0,0,1,0
https://www.parliament.qld.gov.au/members/current/list/memberdetails?id=1637065151,legitimate,0,1,0,0,0,1,0
https://dma.org.uk/article/facebooks-new-cookie-whats-the-deal,legitimate,0,0,0,0,0,1,0
https://www.liquibase.org/community/index.html,legitimate,0,0,0,0,0,1,0
https://www.bosch-presse.de/pressportal/zip?country=de&language=en&docid=164160,legitimate,0,0,0,0,0,1,0
http://besucherzaehler-counter.de/,legitimate,0,1,0,0,0,1,1
https://www.ricoh-europe.com/about-us/principles/index.html,legitimate,0,1,1,0,0,1,0
https://www.uni-marburg.de/fb20/allgprmed/,legitimate,0,0,0,0,0,1,1
https://upscapital.com/de-en/international-availability/,legitimate,0,0,0,0,0,1,0
http://birdisland.net/files/app/04136db36319923deec4d97766f777fe,phishing,0,1,0,0,0,1,1
https://thehockeywriters.com/albany-devils-sizzling-start-hits-record-high/,legitimate,0,0,0,0,0,1,1
http://www.pvc.lt/lt/pradzia/9-naujienos/485-beveik-100-psichologu-pasirenge-darbui-nepilnameciu-apklausose,legitimate,0,1,0,0,0,1,0
https://tntp.org/news-and-press/view/college-board-and-chan-zuckerberg-initiative-partner-to-provide-personalize,legitimate,0,0,0,0,0,1,0
https://www.fnp.de/sport/sport-mix/doch-noch-neuzugang-10373885.html,legitimate,0,0,0,0,0,1,1
http://www.avid.com/us/contact-us,legitimate,0,1,1,0,0,1,1
http://www.thesitewizard.com/general/embed-video-in-drupal.shtml,legitimate,0,0,0,0,0,1,1
http://gia.gm/profiles/info/T0RJNE5qa3dORGd4/,phishing,0,1,1,0,0,1,0
https://www.candyusa.com/news/barry-callebaut-earns-first-ruby-award/,legitimate,0,1,0,0,0,1,0
https://youtu.be/bcilqfpbpnm,legitimate,0,1,0,0,0,1,1
https://www.visier.com/careers/vice-president-of-revenue-marketing/,legitimate,0,0,0,0,0,1,0
https://furbo.org/2013/04/11/logging-with-xcode-breakpoints/,legitimate,0,0,0,0,0,1,0
https://www.microstrategy.com/us/resources/blog/tag?tagname=enterprise+reporting&groupid=2,legitimate,0,1,0,0,0,1,1
https://www.naturallycurly.com/curlreading/ingredients?page=2,legitimate,0,0,0,0,0,1,1
https://www.rodeohouston.com/tickets/carnival-rides-games-food,legitimate,0,1,1,0,0,1,0
http://www.fhi.no/artikler?id=72828,legitimate,0,0,0,0,0,1,1
http://www.podtech.net/scobleshow/technology/1216/remake-of-riya-comes-out-as-cool-way-to-search-for-jewelry-handbags-clothes-and-other-items,legitimate,0,1,0,0,0,1,1
https://www.kau.se/nyhetsarkiv/hhk/?page=5,legitimate,0,1,0,0,0,1,0
http://www.retailingtoday.com/article/retailers-invest-customer-engagement,legitimate,0,1,0,0,0,1,1
https://www.accioncontraelhambre.org/es/africa/sierra-leona,legitimate,0,0,0,0,0,1,1
http://accountdatacoll.ucoz.com/outlook.html,phishing,0,1,0,0,0,1,1
http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/201901/t20190128_11579337.htm,legitimate,0,1,0,0,0,1,1
https://udall.gov/news/newsarchive.aspx?item=66,legitimate,0,1,0,0,0,1,0
https://www.airspacemag.com/accounts/login/?next=/photocontest/detail/military/mcdonnell-douglas-fa-18-hornets-in-formation/,legitimate,0,1,0,0,0,1,1
https://www.cam4.com/cute_tatiana,legitimate,0,1,0,0,0,1,1
https://filmow.com/xantha-radley-a3863/,legitimate,0,1,0,0,0,1,1
https://otr-online.ru/gosti/aleksei-kuznetsov-1598.html,legitimate,0,0,0,0,0,1,0
http://inhabitat.com/metropol-parasol-the-worlds-largest-wooden-structure-opens-in-seville/metropolparasol1/,legitimate,0,0,0,0,0,1,1
http://www.feg.br/plugins/index.php,phishing,0,0,1,0,0,1,1
https://www.educacion.gob.es/teseo/mostrarref.do?ref=1249050,legitimate,0,1,0,0,0,1,1
http://www.swtor.com/user/login?destination=/community/search.php?s=d2c9368f3a8045cdb5f84e932c57b2bd&f=308,legitimate,0,1,1,0,0,1,1
https://vk.cc/6dxyyg,legitimate,0,1,1,0,0,1,0
http://www.ayati.fr/Sign/dropbox/dropbox/,phishing,0,1,0,0,0,1,1
https://www.pittsburghmagazine.com/pittsburgh-magazine/eat-and-drink/restaurant-finder/index.php/category/vegetarian%252fvegan/special_services/parking%2bavailable/,legitimate,0,0,0,0,0,1,0
http://www.cbm.org/vision-2020-a-global-alliance-270766.php,legitimate,0,0,0,0,0,1,0
https://www.alp.org.au/penny_wong,legitimate,0,1,0,0,0,1,0
http://www.rambilgisayar.com/paypal/paypal.com/webs.htm,phishing,0,0,0,0,0,1,0
https://www.incapsula.com/ddos-protection-for-microsoft-azure.html,legitimate,0,1,1,0,0,1,0
http://www.spam.com/tour,legitimate,0,0,0,0,0,1,0
https://ignitewoo.com/woocommerce-2-0-upgrades/,legitimate,0,0,0,0,0,1,0
https://www.uscis.gov/i-290b,legitimate,0,1,0,0,0,1,1
http://www.ministeriodesarrollosocial.gob.cl/noticias/ministerio-de-desarrollo-social-da-a-conocer-nueva-dimension-de-entorno-y-redes-en-la-medida-de-pobr,legitimate,0,1,1,0,0,1,1
http://www.realnames.com/,legitimate,0,1,0,0,0,1,0
"https://www.weser-kurier.de/bremen/bremen-stadt_artikel,-zwei-neue-geschaefte-an-der-bischofsnadel-_arid,1805360.html",legitimate,0,0,1,0,0,1,1
https://daneden.me/2018/01/05/subatomic-design-systems/,legitimate,0,1,1,0,0,1,0
https://urandom.ca/orbit-python/oldsite/,legitimate,0,0,0,0,0,1,1
https://www.vetinfo.com/vets/answers/lymphoma-in-dogs-hereditary,legitimate,0,0,0,0,0,1,0
http://boroughmarket.org.uk/traders/meat-poultry-game?from=k&to=o&p=4,legitimate,0,0,0,0,0,1,0
http://www.savoiretcroire.ca/pardon-joseph-david-etienne/,legitimate,0,1,0,0,0,1,0
http://www.jasoncook.co.uk/decisive/content/banesco/enlinea/mantis/Website/Login.html,phishing,0,1,0,0,0,1,1
https://telvue.com/telvue-launches-amgtv-channel-on-roku-ott/,legitimate,0,0,0,0,0,1,0
https://www.lawrencehallofscience.org/about/newsroom,legitimate,0,0,0,0,0,1,0
https://pedsovet.org/beta/article/andrej-fursenko-v-onlajne,legitimate,0,1,0,0,0,1,1
https://www.yellowbot.com/tags/documentpreparation/norfolk%2c%20va/page1.html,legitimate,0,1,0,0,0,1,1
https://www.ph.ee/koostoopartnerile/seminarid,legitimate,0,1,0,0,0,1,0
https://www.digitalkamera.de/produkt/samsung_slb-0837/27890259577263344,legitimate,0,1,1,0,0,1,0
http://travelnevada.com/discover/37574/fish-lake-valley-hot-springs,legitimate,0,0,1,0,0,1,0
https://www.securitycouncilreport.org/monthly-forecast/2018-09/somalia_36.php,legitimate,0,0,0,0,0,1,0
https://www.cancer.ie/cancer-information/bile-duct/causes-prevention,legitimate,0,0,0,0,0,1,0
https://maria450fatima.000webhostapp.com/chana/,phishing,0,1,0,0,0,1,1
https://www.phenompeople.com/blog/millennials-the-fastest-growing-and-fastest-to-leave-generation-in-the-workforce,legitimate,0,1,0,0,0,1,1
https://www.bigregister.nl/over-het-big-register/werken-bij,legitimate,0,1,0,0,0,1,0
http://habbo-3d-omelhor.vilabol.uol.com.br/habbo.txt,phishing,0,1,1,0,0,1,1
https://www.iise.org/leansixsigma/details.aspx?id=7704,legitimate,0,0,0,0,0,1,0
https://www.univcan.ca/media-room/events/,legitimate,0,0,0,0,0,1,0
https://www.rail.co.il/taarif/,legitimate,0,1,0,0,0,1,1
https://www.progressive.com/lifelanes/household/rise-of-the-trike/,legitimate,0,0,0,0,0,1,1
http://the12stones.com/js/Aol/index.htm,phishing,0,1,0,0,0,1,1
https://www.cbc.ca/news/world/diavik-diamond-on-display-1.4999067,legitimate,0,1,0,0,0,1,1
https://easyxdm.net/wp/tag/easyxdm/,legitimate,0,0,0,0,0,1,0
https://www.philips.co.uk/c-p/hq7615_19/-/reviewandawards,legitimate,0,0,1,0,0,1,1
http://wvamvakidis.com.au/images/wp-content/BankofAmerica/,phishing,0,1,1,0,0,1,1
http://missiontry.org/ting/527389026/,phishing,0,1,0,0,0,1,1
http://www.radionikkei.jp/timetable/sw1/2019-02-06.html,legitimate,0,1,0,0,0,1,1
https://www.rosesluxury.com/faq/,legitimate,0,1,0,0,0,1,0
https://artdealers.org/gallery/pace-prints-pace-primitive,legitimate,0,1,0,0,0,1,0
https://www.maxcdn.com/one/tutorial/cdn-slowness-bad-performance/,legitimate,0,1,0,0,0,1,1
http://planeg.com/wise/files/,phishing,0,1,0,0,0,1,1
https://xebialabs.com/technology/automic/,legitimate,0,1,0,0,0,1,0
http://read.bi/2ye8xos,legitimate,0,1,0,0,0,1,1
https://www.nten.org/ntc/vote/suggested-topics/,legitimate,0,0,0,0,0,1,0
https://www.ihsa.org/resources/calendarofevents/tabid/150/vw/0/d/20180217/,legitimate,0,0,0,0,0,1,0
http://www.pocketgamer.co.uk/r/ipad/echo+prime/review.asp?c=54762,legitimate,0,1,1,0,0,1,1
https://pixnio.com/pl/rosliny/kwiaty/lilia-wodna-lotus/lato-flora-lotus-natura-lilia-wodna-lisc-bialy-kwiat,legitimate,0,0,0,0,0,1,1
http://deluxe-tree.com/non-profit-license-purchase.html,legitimate,0,1,0,0,0,1,1
http://finevision.ru/?hostname=www.vvschool2.ru&path=/,legitimate,0,0,0,0,0,1,0
https://getup.org.au/about/get-in-touch-with-getup,legitimate,0,1,0,0,0,1,0
http://www.newsmartwave.net/magento/porto/index.php/demo5_en/fashion.html,legitimate,0,1,1,0,0,1,0
http://www.bakerinstitute.org/experts/erika-de-la-garza/,legitimate,0,1,0,0,0,1,0
http://www.templatesold.com/p_catalogue.php?catid=35&sortby=productname&sortorder=asc&free=0&cmd=search_catalogue,legitimate,0,0,0,0,0,1,0
https://www.trademe.co.nz/pottery-glass/glass-crystal/bowls-dishes/auction-1544078585.htm,legitimate,0,0,0,0,0,1,1
https://quassel-irc.org/blog/1?page=2,legitimate,0,1,0,0,0,1,0
https://www.mailstore.com/de/blog/2014/03/19/case-study-rechtssichere-e-mail-archivierung-bei-baker-tilly-roelfs/,legitimate,0,0,0,0,0,1,0
https://www.movic.jp/shop/g/g02942-00461-00021/,legitimate,0,0,0,0,0,1,0
https://rcpmag.com/articles/2017/01/25/new-onedrive-for-business-features.aspx,legitimate,0,0,0,0,0,1,0
https://de.gov/topics/children,legitimate,0,1,0,0,0,1,0
https://voyeurhit.com/videos/spy-cam-changing-room-voyeur-amateur-video-unique/?promo=10398,legitimate,0,1,0,0,0,1,1
https://www.spdbccc.com.cn/spdb/cupd/instalment/nocard.do?method=business,legitimate,0,1,0,0,0,1,0
https://www.metropolismusic.com/artists/kodie-shane/,legitimate,0,1,0,0,0,1,0
https://mightyskins.com/products/rtcan-par-religious,legitimate,0,0,0,0,0,1,0
https://www.wolfsburg.de/newsroom/2015/02/11/08/50/wohnpark-forellenhof,legitimate,0,0,0,0,0,1,0
https://www.prgx.com/solutions/supplier-services/supplier-information-management/,legitimate,0,0,0,0,0,1,0
https://www.sundhed.dk/login/unsecure/logpaa.aspx,legitimate,0,1,0,0,0,1,1
https://www.pixmania.com/de/de/foto/digitalkamera/1/1/categorie.html,legitimate,0,1,0,0,0,1,0
https://www.schoology.com/blog/culturally-responsive-teaching-16-ways-integrate-it-your-classroom,legitimate,0,0,0,0,0,1,1
https://tr.im/b8e48,phishing,0,0,0,0,0,1,0
https://www.clientheartbeat.com/customers/dorksdelivered,legitimate,0,1,0,0,0,1,0
https://www.fhi360.org/explore/content?f%5b0%5d=type%3aresource&f%5b1%5d=field_practice_areas%3a73&f%5b2%5d=field_practice_areas%3a66,legitimate,0,1,0,0,0,1,0
https://www.eppela.com/en/projects/13109-rebuild-the-yurt-the-house-of-the-forest-s-children,legitimate,0,0,0,0,0,1,0
https://www.humanity.com/enterprise-employee-scheduling,legitimate,0,0,0,0,0,1,1
http://www.7x7.com/tag/ramon%27s-tailor-gallery,legitimate,0,0,0,0,0,1,0
http://madmikesamerica.com/2017/06/islamic-terror-returns-to-britain/,legitimate,0,0,0,0,0,1,0
http://ulnallegru.u0.org/allegro.htm?zoom=N&amp;item=2141,phishing,0,1,0,0,0,1,1
http://www.yacursos.com/administrator/language/es-ES/promoters/portal/cadastro.php,phishing,0,1,1,0,0,1,1
https://www.aliforneycenter.org/about-us/contact-us/donations/,legitimate,0,0,0,0,0,1,0
https://kodi.tv/addon/plugins-video-add-ons/hr-magazine-player,legitimate,0,1,0,0,0,1,1
http://www.ingenioo.com/mn/cli/lines/ucconnect/1aef76d862b7d28d20516346cabf14bb/,phishing,0,0,0,0,0,1,1
http://www.semver.org./,legitimate,0,1,0,0,0,1,1
https://www.frysfood.com/topic/bread-pudding,legitimate,0,1,0,0,0,1,1
http://tapecariasumare.com.br/1/,phishing,0,0,0,0,0,1,1
"http://www.intranetjournal.com/articles/200105/wc_05_09_01a.html,",legitimate,0,1,1,0,0,1,1
https://www.keepandshare.com/photo3/9902/chin-implants-call-dr-ryan-stanton-310-278-0077,legitimate,0,1,0,0,0,1,1
https://pc.net/extensions/file/lit,legitimate,0,0,0,0,0,1,0
http://www.cbr.ru/collection/collection/file/8051/bbs1610e.pdf,legitimate,0,1,0,0,0,1,1
http://www.cannonballapp.io/,legitimate,0,1,1,0,0,1,1
https://flawildflowers.org/2014/06/20/,legitimate,0,1,1,0,0,1,0
https://www.realmenrealstyle.com/hanover-necktie-knot/,legitimate,0,0,0,0,0,1,1
https://www.crystone.se/dedikerat-cloud,legitimate,0,0,0,0,0,1,0
http://www.midwestliving.com/food/comfort/midwest-living-mayjune-2014-recipes/?page=7,legitimate,0,0,1,0,0,1,0
https://www.ttu.edu/administration/president/leadership/,legitimate,0,1,0,0,0,1,1
https://socialhistory.org/en/stakingen,legitimate,0,1,1,0,0,1,0
http://www.vldb2012.org/datsumou/enshou.html,legitimate,0,0,1,0,0,1,1
https://bleep.com/release/87685-various-artists-dekmantel-10-years-05,legitimate,0,0,0,0,0,1,0
https://www.zype.com/product/live-streaming/live-cloud-encoders/,legitimate,0,0,0,0,0,1,0
https://www.consumersadvocate.org/home-equity-loans/c/quicken-loans-home-equity-review,legitimate,0,0,0,0,0,1,1
http://www.ttc.ca/about_the_ttc/projects/station_improvements/lansdowne_station/index.jsp,legitimate,0,1,0,0,0,1,0
http://www.wtoc.com/clip/12575673/savannahs-national-historic-landmark-district-celebrates-50th-anniversary,legitimate,0,1,1,0,0,1,0
https://www.islam-guide.com/cs/frm-ch3-8.htm,legitimate,0,0,0,0,0,1,0
https://chroniclevitae.com/jobs/0000343983-01,legitimate,0,1,1,0,0,1,1
https://www.united-domains.de/zw-domain/?et_cid=274&et_lid=94401,legitimate,0,0,0,0,0,1,1
http://www.glma.org/index.cfm?fuseaction=feature.showfeature&categoryid=1&featureid=781,legitimate,0,1,0,0,0,1,0
http://www.pcpop.com/article/5070252.shtml,legitimate,0,1,0,0,0,1,1
https://www.bundesregierung.de/breg-fr/dossier/-obtenir-le-soutien-de-la-population--1554300,legitimate,0,0,0,0,0,1,1
https://www.shiromoto.to/ct/mesotherapy/column/013.php,legitimate,0,1,0,0,0,1,0
http://www.vcita.com/widgets/sidebar/ac5a0421?ver=2,legitimate,0,1,0,0,0,1,1
http://www.mst3kinfo.com/?p=5456&cpage=3,legitimate,0,1,0,0,0,1,0
http://www.dabcc.com/topic.aspx?id=299,legitimate,0,1,0,0,0,1,0
http://online-video-cutter.com/vi/?fbclid=iwar10y_wzs0-iyaqoi_66bv8g5z3yub4zotki1nyymei-7jxyc9vczfsnnm0,legitimate,0,0,0,0,0,1,1
http://www.flex-motors.co.uk/search/seat/cupra-ateca/,legitimate,0,1,1,0,0,1,0
http://www.santafenewmexican.com/news/local_news/weather-service-hazardous-conditions-expected-from-storm/article_88fae884-8b7b-5381-a832-699e9e1bdef4.html,legitimate,0,1,0,0,0,1,0
http://www.valortho.com/files/files/24de1669c7be75a5779c979da4b5b217/,phishing,0,1,0,0,0,1,1
https://startupstockphotos.com/post/100855119556,legitimate,0,0,0,0,0,1,0
http://cutt.us/account-unreported,phishing,0,1,0,0,0,1,1
http://www.icontec.org/plugins/user/googledoc/index.php,phishing,0,1,0,0,0,1,0
https://www.wma.net/news-post/modern-physicians-pledge-approved-by-world-medical-association/,legitimate,0,0,0,0,0,1,0
https://www.newsday.com/long-island/towns/reggae-beats-and-tie-dye-bring-younger-audience-to-vanderbilt-museum-1.5688316,legitimate,0,1,0,0,0,1,1
http://asianfrt.com/support/personas_banc0stado.cl/83617C429A994E009BA0BDFB9916156/,phishing,0,0,0,0,0,1,1
https://www.sony.ca/en/electronics/cyber-shot-compact-cameras/dsc-rx0-dsc-rx0g/buy,legitimate,0,1,0,0,0,1,0
https://99designs.com/stationery-design/contests/impressive-business-card-stationary-wanted-62539,legitimate,0,1,0,0,0,1,1
http://www.dcvelocity.com/articles/20190111-competition-provides-glimpse-into-the-future-of-logistics-tech/,legitimate,0,0,1,0,0,1,0
http://jikahatsuden.info/life/4.html,legitimate,0,1,0,0,0,1,1
https://www.utb.cz/univerzita/o-univerzite/ects/jazykove-kurzy/,legitimate,0,0,0,0,0,1,0
https://www.insurance.com/auto-insurance/car-insurance-comparison-quotes/how-to-get-the-lowest-car-insurance-quotes.aspx?wt.qs_osrc=mtn,legitimate,0,0,0,0,0,1,0
http://www.kwiksurveys.com/results-overview.php?surveyid=ohklh_1a25e3dd&mode=4,legitimate,0,1,0,0,0,1,0
https://www.nutrien.com/investors/news-releases/2018-nutrien-provides-2018-guidance-and-announces-agrium-and-potashcorp,legitimate,0,1,0,0,0,1,0
http://www.west263.com/?referenceid=848228,legitimate,0,1,0,0,0,1,0
https://cheddar.com/media/nfl-will-fine-teams-if-players-kneel-during-anthem,legitimate,0,1,0,0,0,1,1
http://bit.ly/agY357,phishing,0,1,0,0,0,1,1
https://www.wetter.de/cms/tobis-radblog-vertrau-mir-ich-bin-trainer-wie-trainiere-ich-richtig-4277999.html?c=bec8,legitimate,0,1,0,0,0,1,1
http://www.bahco.com/de/catalogue/german.html/,legitimate,0,0,1,0,0,1,0
https://sweetfishmedia.com/sweet-fish-media-privacy-policy,legitimate,0,0,0,0,0,1,0
https://www.netone.co.jp/biz/service/maintenance-service-a.html,legitimate,0,1,0,0,0,1,0
http://www.imo.org/fr/about/pages/affiliatedbodiesandprogrammes.aspx,legitimate,0,0,0,0,0,1,1
https://www.businessnewsdaily.com/10713-white-hat-hacker-career.html,legitimate,0,0,0,0,0,1,1
http://www.iglyo.com/report-and-resources-iglyos-capacity-building-seminar-on-organisational-development/,legitimate,0,0,0,0,0,1,0
https://digst.dk/it-loesninger/nemid/om-loesningen/historie/,legitimate,0,1,0,0,0,1,0
https://www.seagate.com/cn/zh/support/kb/blackarmor-nas-firmware-update-page-217171cn/,legitimate,0,0,0,0,0,1,1
https://thewaterproject.org/community/profile/clarissa-diaz-silva,legitimate,0,1,0,0,0,1,0
http://h1.ripway.com/salvux/paginagratis.html,phishing,0,1,0,0,0,1,0
https://www.mediate.com/articles/spoelstra.cfm,legitimate,0,0,0,0,0,1,0
https://www.eclipsecrossword.com/help-downloading.html,legitimate,0,1,0,0,0,1,0
https://www.petango.com/register-page?returnurl=http%3a%2f%2fpetango.com%2fshelter_pets,legitimate,0,0,0,0,0,1,0
http://www.claye-souilly.fr/claye-travaux/images/.js/GANHEMILHASTAM/1000MILHAS.php,phishing,0,0,0,0,0,1,0
https://www.rss-readers.org/2010/03/,legitimate,0,0,0,0,0,1,0
https://www.bloomon.nl/blog/tag/lente/,legitimate,0,1,0,0,0,1,0
http://promocao125.net23.net/,phishing,0,1,0,0,0,1,0
http://www1.paypal.ca.seclr.kolkidrewniane.pl/issue/resolution-center/limited/ca/_mpp/_home/media/Login.php?login=ch9t0mwafj&Session=jgnh47u3kxs18ll6swu89bg3l3ywiix2ylj3re6cbxdjjypcvj,phishing,0,1,0,0,0,1,1
"https://www.google.com.sa/maps/@22.6220859,40.4413381,6z/data=!3m1!4b1!4m2!6m1!1s1c3puapap9k7nq1bpj7ffjfheluy?hl=en&authuser=1",legitimate,0,1,0,0,0,1,1
https://www.downtownny.com/events/all/2019-02-18?field_event_types_tid=all&keys=&field_event_date_value2%5bvalue%5d%5bdate%5d=02/18/2019&field_event_date_value%5bvalue%5d%5bdate%5d=02/18/2019,legitimate,0,1,0,0,0,1,0
http://bit.do/egqYA,phishing,0,1,0,0,0,1,1
http://proxy.ipnm.ru/cgi.ebay.co.uk/ws/eBayISAPI.dll?ViewItem&item=150365960765,phishing,0,1,0,0,0,1,1
https://www.myyatradiary.com/2013/02/nanzen-ji-temple-in-kyoto-japan.html,legitimate,0,0,0,0,0,1,0
https://www.techsoup.se/node/7943,legitimate,0,1,0,0,0,1,0
https://www.nbcconnecticut.com/news/national-international/lyft-rider-arrested-in-killing-of-pregnant-driver-in-arizona-504996231.html,legitimate,0,0,0,0,0,1,1
http://www.sveakakel.se/support/support.php?hl=br&answer=48579,phishing,0,1,0,0,0,1,1
https://www.centertheatregroup.org/about/press-room/press-releases-and-photos/archive/2019/january/cast-announced-for-for-the-love-of-or-the-roller-derby-play-part-of-block-party-2019-at-the-douglas/,legitimate,0,1,0,0,0,1,0
http://litoboston.com/Finance/sky/,phishing,0,1,0,0,0,1,1
http://urbangardensweb.com/,legitimate,0,1,1,0,0,1,0
http://familieswithoutborders.org/college-student-leadership-retreat/,legitimate,0,1,1,0,0,1,1
https://www.toptenz.net/top-10-vampiric-creatures.php,legitimate,0,0,0,0,0,1,1
https://www.rossiya-airlines.com/about/about_us/vacancies/vacancies/inzhener-otdela-upravleniya-imushchestvom/,legitimate,0,1,0,0,0,1,0
http://www.filmstarts.de/personen/513457/filmo/,legitimate,0,1,0,0,0,1,1
https://www.livesiteadmin.com/terms.htm,legitimate,0,1,0,0,0,1,0
https://www.texasbookfestival.org/2018-first-edition-literary-gala-private/gold-leaf/,legitimate,0,0,0,0,0,1,0
http://www.musicarts.com/mitchell-mx400-exotic-wood-acoustic-electric-guitar-main0091241-i4591384.mac,legitimate,0,1,1,0,0,1,0
https://www.ospar.org/meetings/basecamp,legitimate,0,1,0,0,0,1,0
https://www.outdoorsy.com/help/first-steps-damage-something-rv,legitimate,0,1,0,0,0,1,1
http://www.wiels.org/en/13/location-de-salles,legitimate,0,1,0,0,0,1,0
http://www.lygus.lt/moterys-vyrai-ir-menas-lygybe/,legitimate,0,0,0,0,0,1,1
http://www.ashe.org/resources/outsideguidance.shtml,legitimate,0,1,1,0,0,1,0
https://www.translink.ca/about-us/events-calendar.aspx,legitimate,0,1,0,0,0,1,1
https://www.velleman.eu/products/view/?id=441176&country=us&lang=en,legitimate,0,0,0,0,0,1,1
https://abc7ny.com/news/692043,legitimate,0,0,1,0,0,1,1
https://www.yola.com/blog/tag/discussion/,legitimate,0,0,0,0,0,1,1
http://p-w.ir/portfolio/%d8%b3%d8%a7%db%8c%d8%aa-%d9%be%d9%88%d9%84%d8%af%d8%a7%d8%b1%d8%b4%d9%88/,legitimate,0,0,0,0,0,1,1
