,url,label,cookie_len,form_num,anchor_num,input_email,input_password,hidden,ip_address,Request_url,redirect_page,Mouse_event,right_click,Iframe,web_traffic,number,ifEmail,BasedRank
27,http://peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/f3468c27befa3b74634a67db0b75257e/wbscra.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43654a3d1d4fc3a47bd704786ed0800f577f4a3d1d4fc3a47bd704786ed0800f577f,phishing,1.0,1.0,2.0,True,False,False,0,1,1,0,0,1,1,587,True,False
28,http://www.siholding.it/,phishing,2.0,0.0,34.0,False,False,False,0,1,0,0,0,1,1,594,True,False
29,http://www.irantronics.com/.www.hsbc.co.uk//.update.php,phishing,0.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,596,True,False
30,http://homeapp.webcindario.com/,phishing,1.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,603,True,True
31,http://www.dongphuccaocap.net/android/private/,phishing,1.0,0.0,3.0,False,False,False,0,1,0,0,0,1,1,614,True,False
32,http://colegiobatistademantena.com.br/wellsfargobank/wellsfargo2018/login.php?cmd=login_submit&id=19740568ad53f37d1650ca871fd1520819740568ad53f37d1650ca871fd15208&session=19740568ad53f37d1650ca871fd1520819740568ad53f37d1650ca871fd15208,phishing,1.0,3.0,50.0,False,False,False,0,0,0,0,0,1,1,635,True,False
33,http://secure-safety-2017.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,1,666,True,True
34,http://services.runeseape.ws/m=clan-home/clan/Nex+Specialists/,phishing,0.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,667,True,False
35,http://gateway.apprenty.com/img/www.santander.com.br-br/,phishing,1.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,697,False,False
36,http://rocket-skates.tripod.com/id9.html,phishing,1.0,0.0,5.0,False,False,False,0,1,0,0,0,1,1,705,True,False
37,http://fr.cgi.bin.webscr.cmd.flow.session.ibfu.tgasy6trpisdv4gk3tuwkvwqrqumx5qgvup4ueejp3ehbuaz881wqi.dispatch.5885d80a13c0db1f8e263663d.zone2rap.ws/cgi,phishing,0.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,713,True,False
38,http://reiki.svetra.ru/images/banners/excel_page/index.php?userid=abuse@omnipol.com.com,phishing,1.0,0.0,25.0,False,False,False,0,1,0,0,0,1,1,714,False,False
39,http://www.realmadridportal.com/shout/eBayISAPI2.dll/?http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=250926370084&ssPageN,phishing,4.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,730,True,False
40,http://www.kixgo.com/viewer/vbid-9d9507a8-abbmfckb/vbid-bc1a3c4f-optldfyd,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,1,736,True,False
41,https://docs.google.com/forms/d/1sCeuPKO5wFKW0KyuLaEW2PNZRAue3aC3GHxEqlPAtCg/viewform?usp=send_form,phishing,3.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,738,True,True
42,http://www.annuaireplus.com/include/functions/js/https/www.anz.com/INETBANK/bankmain.asp/,phishing,1.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,768,False,False
43,http://my-house.com.ua/modules/mod_newsflash/paypal.au/ff3b3a73b249791894b2b987f6acf791/home.htm,phishing,2.0,1.0,34.0,False,False,False,0,1,0,0,0,1,1,790,False,False
44,https://site-governance2017.000webhostapp.com/recovery-chekpoint-login.html,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,1,800,True,True
45,https://docs.google.com/spreadsheet/viewform?formkey=dDBZZVVfT2o2eE5ET1gwSkpuVUg0Q1E6MQ,phishing,2.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,807,True,True
46,http://kinotime.ru/me/wp-includes/pomo/index.html,phishing,0.0,0.0,7.0,False,False,False,0,1,0,0,0,1,1,808,True,False
47,http://h1.ripway.com/nexongm/CREATE/Index.html,phishing,1.0,0.0,0.0,False,False,False,0,1,0,0,0,1,0,818,False,False
48,http://www.mishakovdenis.info/wp-admin/images/dboxlog/knd/Dropbox.html,phishing,4.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,850,True,False
49,http://tinyurl.com/omachzn,phishing,3.0,0.0,1.0,False,False,False,0,0,0,0,0,1,1,865,True,True
50,http://dermatl.com/readthisdocument/2013gdocs,phishing,1.0,0.0,0.0,False,False,False,0,1,0,0,0,1,0,870,False,False
51,http://twca.org.tw/team/Security/login/https/Securly/La2ilaha-ilalah/AccountLogin.php?Userid=gdhfkm7s07le&Session=uvitfhgsnsug48wvnlb14rkpxdz4yeatatmqa3iyvcezkbu8w78zxs,phishing,0.0,2.0,20.0,False,False,False,0,0,0,0,0,1,1,871,True,False
52,http://www.optiononemde.com/classes/cgi-bin/css/dariba.ca.ip/,phishing,5.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,882,True,False
53,http://www.acudetox.com/components/dl.dropbox/,phishing,0.0,2.0,31.0,False,False,False,0,1,1,0,0,1,0,906,False,False
54,http://ecoledelapomme.ch/sio/-/lara/nadee2169/siralah/8a1e75d23775460c81e0b1d5a3f011cd/,phishing,0.0,2.0,109.0,False,False,False,0,0,1,0,0,1,0,968,True,False
55,http://www.montmirail.fr/modules/mod_stats/med.php,phishing,3.0,2.0,145.0,False,False,False,0,1,1,0,0,1,0,976,True,False
56,http://www.bioathens.com/?a,phishing,0.0,2.0,136.0,False,False,False,0,0,0,0,0,1,1,993,True,False
57,http://md-craigslst-allcities-ads8745.knows.it/,phishing,0.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,1008,True,False
58,http://zynga-texas-holdem-bonus-jackpot-chip.webs.com/,phishing,1.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,1025,True,False
59,http://crditg-ratuit.yolasite.com/,phishing,1.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,1028,False,False
60,http://lundxtx.hd1.in/2.html,phishing,1.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,1038,False,False
61,http://adf.ly/f6HLg,phishing,0.0,0.0,2.0,False,False,False,0,1,1,0,0,1,1,1048,True,True
62,http://www.beatrizrestrepobravo.com/~lazzoz/paypal/us/webscr.php?cmd=_login-run,phishing,5.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,1052,True,False
63,http://www.osloart.com/images/file/allaccounts/cahoot/cahootcustomers.htm,phishing,5.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,1098,True,False
64,http://albis.perm.ru/news/skins/images/gallery/tmpfiles/photos/www.sars.gov.za/government/publications/commission/Taxpayment/Custom&Excise/Legal&Policy/PaymentRefundation/Nedbank/index.html,phishing,1.0,1.0,31.0,False,False,False,0,1,1,0,0,1,1,1107,False,True
65,http://getfreesteamgames.org/?id=3973,phishing,0.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,1121,True,False
66,http://all-aqua.pt/,phishing,2.0,1.0,15.0,True,False,False,0,1,0,0,0,1,1,1123,False,False
67,http://www.rentacarfirst.com/season1/doc/document.php,phishing,1.0,1.0,51.0,False,False,False,0,0,0,0,0,1,1,1157,True,False
68,http://www.idolol.com/Profile_Update/,phishing,0.0,1.0,4.0,False,False,False,0,1,0,0,0,1,1,1166,True,False
69,http://www.crestech.co.in/libraries/pattemplate/patTemplate/Modifier/HTML/,phishing,0.0,1.0,111.0,False,False,False,0,0,0,0,0,1,0,1183,False,False
70,http://hiperio.com/templates/atomic/7726643657/241250503/,phishing,6.0,1.0,2.0,True,False,False,0,1,0,0,0,1,1,1199,True,False
71,http://caravella.it/exoops/modules/system/cache/c/,phishing,0.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,1209,True,False
72,http://www.medinafarm.ru/administrator/components/com_massmail/Apl/452feed3287340beb329a07796705dc0/,phishing,2.0,1.0,32.0,False,False,False,0,1,0,0,0,1,1,1211,True,False
73,http://baltanlaboratories.org/_include/iD/config/dir/8273926423881901/0b26f/dir/log.php?cmd=_account-details&session=d42dceeff6863688e24f5c1ca01a188f&dispatch=e67cce97715f7d166311900c73423d242ed9a0e6,phishing,0.0,2.0,17.0,True,False,False,0,1,1,0,0,1,0,1215,False,False
74,http://pinkfashion.dk/Goldencat/Goldencat/auth/view/document/,phishing,5.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,1234,True,False
75,http://paypal.com.cgi.binwebscrcmd.login.submitdispatsh.updateyourdate.requested.on.secure.p2h635.maskinformation.schema.secure.data.online.payment.virtualkee.com/index1.php,phishing,0.0,0.0,0.0,False,False,False,0,1,1,0,0,1,1,1240,True,False
76,http://viniciuszati.vilabol.uol.com.br/index2.html,phishing,0.0,1.0,35.0,False,False,False,0,1,1,0,0,1,1,1342,True,False
77,http://www.carmichael-training.co.uk/images/smilies/tam2012/,phishing,0.0,1.0,43.0,False,False,False,0,0,0,0,0,1,1,1368,True,False
78,http://super-premios.ueuo.com/,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,0,1378,True,False
79,http://connectionhelpline.org/MyUps/UPS.htm,phishing,0.0,0.0,3.0,False,False,False,0,1,0,0,0,1,1,1382,True,False
80,http://www.seisokugakuen.ac.jp/relase2/login.html?ssl=yes,phishing,0.0,0.0,65.0,False,False,False,0,0,0,0,0,1,0,1394,True,False
81,http://www1.paypal.ca.eghkp.kolkidrewniane.pl/issue/resolution-center/limited/ca/_mpp/_home/media/Login.php?login=lqr65l7ews1uge&Session=b0xs5pzrcjrq7f241sv6wgcbd5b8kqyw1vo5kovx8noe3ph3id9ftkq8o3e0sc6s9,phishing,0.0,0.0,6.0,False,False,False,0,1,0,0,0,1,1,1424,True,False
82,http://gruposanisidro.mx/photo,phishing,0.0,1.0,44.0,False,False,False,0,1,0,0,0,1,1,1437,False,False
83,http://kurskavtoservis.ru/664664/paypal.com/cgi-bin/webscr?cmd=_home-general&dispatch=c2e655bfbb4cbc3e3936513272b8d8d7db01228b309011b092f2bd1d73c87,phishing,2.0,1.0,76.0,False,False,False,0,0,0,0,0,1,0,1439,True,False
84,http://confirm-account.eb2a.com/,phishing,1.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,1467,False,False
85,http://paypal.com.au-cgi-bin-webscr-login-run-confirm-56tg98hy7kh49hg.18.to/,phishing,1.0,0.0,1.0,False,False,False,0,1,0,0,0,1,0,1478,False,False
86,http://depelover80-usa.at.ua/account/safety.htm,phishing,0.0,1.0,14.0,False,False,False,0,1,0,0,0,1,1,1514,True,False
87,http://www.djfalcao.com/Googlee/index.php,phishing,1.0,0.0,0.0,False,False,False,0,1,1,0,0,1,1,1547,False,False
88,http://ekandt.com.tr/docu/box/index.php,phishing,1.0,0.0,70.0,False,False,False,0,1,0,0,0,1,1,1614,False,False
89,https://docs.google.com/a/sify.com/spreadsheet/viewform?formkey=dG9JdVhXNWRvQm5DSkRuRG5fQWtUWmc6MQ&ndplr=1,phishing,1.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,1640,True,True
90,http://idea-europe.be/,phishing,0.0,0.0,12.0,False,False,False,0,1,0,0,0,1,1,1654,True,False
91,http://system-safety-page.hoxty.com/index.html,phishing,1.0,0.0,0.0,False,False,False,0,1,0,0,0,1,0,1667,False,False
92,http://holyblessingministries.org/shareonedrive,phishing,1.0,0.0,0.0,False,False,False,0,1,1,0,0,1,1,1668,True,False
93,http://www.data-room.de/www.marinefcu.com/login.htm,phishing,0.0,0.0,76.0,False,False,False,0,1,1,0,0,1,1,1681,True,False
94,http://driftevent.de/alichina/login.jsp.htm,phishing,1.0,0.0,17.0,False,False,False,0,0,0,0,0,1,1,1691,False,False
95,http://internetbanking24hrs.autentication.com/?=68BY5MHKUKQY0I8OG4IKVWP8TXZVM6URC7QGT82NRSM1AUPRY8BT522YZ2TL7ODJV41OA2C2UY36TRWRZ9L40M20NVUUK8DFAE4KGGMAFOG9GCZGLLJV8L5VHYQ275HGIL2Y2N0GCPOT3O0NATJHFNDWM5YS9F0R1AP2YZIBO85QWDE77YNMM2I97H2EWA7XLVZKUHVJPZALDOR,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,1,1710,True,False
96,http://capriteam.net/images/system/bofa/system/sys/update/securedspot/verify/securedpage/index.html,phishing,0.0,1.0,66.0,False,False,False,0,1,0,0,0,1,1,1729,True,False
97,http://first-teacher.ru/modules/mod_system/8536393783/43264726363475426/,phishing,0.0,0.0,8.0,False,False,False,0,1,0,0,0,1,1,1740,False,False
98,http://www.gullum.digs.it/,phishing,0.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,1796,True,False
99,http://tinyurl.com/oo67aoj,phishing,3.0,0.0,1.0,False,False,False,0,0,0,0,0,1,1,1803,True,True
100,https://securityjamterms.000webhostapp.com/recovery-chekpoint-login.html,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,1,1852,True,True
101,http://www.lasagra.com/administrator/components/com_ezine/RequestRouter[2].htm,phishing,0.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,1922,True,False
102,http://pacificventureclub.com/language/en/?https://new.egg.com/security/customer/logon?URI=https://new.egg.com/customer/youraccounts,phishing,1.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,1979,False,False
103,http://www.speedstream.tv/custom/pages/activity.vip.163.com/index.php,phishing,0.0,1.0,89.0,False,False,False,0,1,0,0,0,1,0,1984,True,False
104,http://www.clubnh.com/cms1/code/lib/poste/bancoposta/,phishing,1.0,1.0,2.0,True,False,False,0,1,1,0,0,1,1,1999,True,False
105,http://fedraquintanilla1.createsend4.com/t/j-l-wllml-yhdlkilrh-j/,phishing,0.0,0.0,10.0,False,False,False,0,1,1,0,0,1,1,2019,True,False
106,http://hyanpharma.net/signin-ysecures.php,phishing,0.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2020,True,False
107,http://clicktoenjoy14.blogspot.com/,phishing,0.0,1.0,50.0,False,False,False,0,0,0,0,0,1,1,2031,True,False
108,http://webacces.ucoz.ro/outlook.html,phishing,0.0,0.0,117.0,False,False,False,0,1,0,0,0,1,0,2033,True,False
109,http://adiakgata.000webhostapp.com/kalembakil/mark.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,1,2084,True,True
110,http://dkw-group.nl/maka/googledocss/googledocss/sss,phishing,1.0,2.0,95.0,False,False,False,0,1,0,0,0,1,1,2123,False,False
111,http://steam4free.tripod.com/login.htm,phishing,0.0,0.0,9.0,False,False,False,0,1,0,0,0,1,1,2207,True,False
112,http://www.sep.org.pt/bel/paypal.services/online.scr/index.htm,phishing,2.0,2.0,107.0,True,False,False,0,0,0,0,0,1,1,2213,False,False
113,https://fbaccountsecurity20180502.000webhostapp.com/recovery-chekpoint-login.html,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,1,2221,True,True
114,http://continue.to/item198364529385,phishing,0.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,2271,True,False
115,http://www.szorcik.pl/3y0,phishing,0.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,2275,True,False
116,http://resepmasakanbunda.com/wp-includes/plugins/a72821126ea9a2d6cb7b689d9fb62c79/,phishing,0.0,1.0,16.0,False,False,False,0,1,1,0,0,1,0,2311,True,False
117,http://beauty-bootcamp.com/mmiri/,phishing,0.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,2340,True,False
118,http://www.lea-privat.com/Westpac/Westpac/Westpac/Westpac/Westpac/index.htm,phishing,0.0,1.0,3.0,False,False,False,0,1,0,0,0,1,1,2344,True,False
119,http://www.marcel-ernst.com/Bradesco/site/perfil/,phishing,1.0,0.0,0.0,False,False,False,0,1,1,0,0,1,1,2359,True,False
120,http://www.vamausa.org/cms2/templates/beez5/gif/Promocional-2012/cadastro3.html?id=15MRNM9ZQR1IEN6P0EHJIDSEQNFYMBFBZKYWJU8CS0G61C1PMDV80II7PSLM4M2EDSNRB13XG15W8AEFLQ729LY42U5SGA1B87T7U4OSQZH5RBZAZJKJQ6UQ09UE4ZIT3LWT9N19PVGSQJR0LY14YGWTG096YA1SZBDD,phishing,1.0,0.0,36.0,False,False,False,0,1,0,0,0,1,1,2381,False,False
121,http://www.iranrabits.ir/PayPal/mpp,phishing,0.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2407,True,False
122,http://www.mashierro.com/d,phishing,0.0,1.0,14.0,False,False,False,0,1,0,0,0,1,1,2411,True,False
123,http://zfbcdn.freeiz.com/login.php,phishing,0.0,0.0,3.0,False,False,False,0,1,0,0,0,1,0,2416,True,False
124,http://www.paypal.com-cgi-bin.webscr.cmd-secure-login.webscr.cmd-home.country-lang.true-cmd.jsdeeb.dstech.us.com/pp/verify/cgi-bin/us/cgi-bin/3/webscr/index.php?rffe2Message-ID:,phishing,0.0,1.0,18.0,False,False,False,0,1,0,0,0,1,1,2445,True,False
125,http://dentistkart.com/images/.impots/8c021324dd6f021a2fc6215694d02dce/redirection.php,phishing,5.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2448,True,False
126,http://belarusalgerie.com/ca/fujiko2006%40aaa.com/gtwpages/index.jsp,phishing,0.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2488,True,False
127,http://www.lafayettewestapartments.com/aool/AOL/aol.htm,phishing,5.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2502,True,False
128,http://irishtheatreplayers.com.au/cms/active-your-account-limited/,phishing,1.0,0.0,24.0,False,False,False,0,1,0,0,0,1,1,2514,True,False
129,http://j-vid.com/account-update/ii.php?rand=13InboxLightaspxn.1774256418,phishing,0.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,2517,True,False
130,http://aracatubinha.com.br/VAN/securedocs/index.htm,phishing,0.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2520,True,False
131,http://assure-client.000webhostapp.com/N/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/id/c1cf7,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,1,2524,True,True
132,http://egmondaanzee.biz/weblog/extensions/hooks/editor_wysi/themes/advanced/docs/fi/images/myonlineaccounts2.abbeynational.co.uk/CentralLogonWeb/logon.htm,phishing,0.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,2530,False,False
133,http://demo4.jagohost.com/images/comodo/Paypal/,phishing,4.0,0.0,1.0,False,False,False,0,1,0,0,0,1,0,2546,True,False
134,http://www.double8.me/pdf.excel/xls.Excel/login.php?cmd=login_submit,phishing,0.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,2568,True,False
135,http://zarafranchiseeinfo.blogspot.com,phishing,0.0,0.0,11.0,False,False,False,0,1,0,0,0,1,1,2581,True,False
136,http://www.surfshelf.com/ugjjj2sadzdo/722/proba.php,phishing,0.0,1.0,4.0,False,False,False,0,1,0,0,0,1,1,2583,True,False
137,http://tea-c.ru/appIe.id.storefee.1steeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeef46364ss28364233334234/,phishing,0.0,1.0,29.0,False,False,False,0,0,0,0,0,1,1,2628,True,False
138,http://tuid.org.ua/wp-content/uploads/2012/12/SecurityMeasure.html,phishing,1.0,1.0,112.0,False,False,False,0,1,1,0,0,1,0,2636,True,False
139,http://info-system-il.clan.su/page-info.html,phishing,0.0,1.0,14.0,False,False,False,0,1,0,0,0,1,1,2640,True,False
140,http://www.nuleaflawncare.com/wp-content/themes/secure_update/,phishing,0.0,0.0,43.0,False,False,False,0,1,0,0,0,1,1,2643,True,False
141,http://facebook-cbeo.webcindario.com/,phishing,1.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2648,True,True
142,http://cttpartners.com/wp-admin/control/17c84053092a6a518b5c305c6b7dcad5/index.htm,phishing,5.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2741,True,False
143,http://www.claim-luckybonus.roleplayers.de/a,phishing,1.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,2742,False,False
144,http://108.167.132.12/~cofet648/redi/index.html?!U%U%%USCZ8CBO&7R$,phishing,0.0,0.0,1.0,False,False,False,1,1,0,0,0,1,1,2744,True,False
145,http://pennyfielding.com/blog//wp-includes/Text/index.htm,phishing,0.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,2758,True,False
146,http://nautinell211.000webhostapp.com/pdf/site,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,1,2762,True,True
147,http://webchat.webcindario.com/windowslive/login.live.com_login.srf_wa=wsignin1.0_ppsecure_post.srf_wa_wsignin1.0rpsnv11_ct1304688205&rver_6.1.6206.0_wp=MBI&wreply/,phishing,1.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2768,True,True
148,http://www.ericajillproducts.com/~sharemya/webscr/pp/us/www.Paypal.com/Processing.php,phishing,0.0,0.0,4.0,False,False,False,0,1,0,0,0,1,1,2798,False,False
149,http://amigosfreeregister003.blogspot.com/,phishing,0.0,0.0,6.0,False,False,False,0,1,0,0,0,1,1,2803,True,False
150,http://www.dallas.com.py/content/a/ARGENTINA/tko/auct/account-platform-activa-members35.html,phishing,0.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,2828,True,False
151,https://docs.google.com/spreadsheet/viewform?formkey=dFNxemJLVUVhcWliSUNBWDZFd1ZaY2c6MQ,phishing,1.0,0.0,2.0,False,False,False,0,1,0,0,0,1,1,2832,True,True
152,http://neonblue.co.uk/cms/wp-content/plugins/fresh-page/thirdparty/phpthumb/properties/index.htm,phishing,0.0,0.0,6.0,False,False,False,0,1,0,0,0,1,1,2864,True,False
153,http://brasprint.com.br/css/files/login.htm,phishing,0.0,0.0,0.0,False,False,False,0,1,0,0,0,1,1,2874,True,False
154,http://bsingenieria.com.py/libraries/kal/excel/excel/index.php?email=abuse@airtellbroadband.in,phishing,0.0,0.0,1.0,False,False,False,0,0,0,0,0,1,1,2875,True,False
155,https://motivacl.sslblindado.com/30-05-2014/,phishing,0.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2879,True,False
156,http://zljo.com/e45,phishing,4.0,0.0,1.0,False,False,False,0,1,0,0,0,1,1,2882,True,False
